Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
awesome-android-ui,A curated list of awesome Android UI/UX libraries,https://github.com/wasabeef/awesome-android-ui,2014-12-24T01:45:03Z,2023-09-21T11:21:23Z,,871781,47384,10326,27,47384,,MIT,"['android', 'awesome', 'ui']",True,True,True,True,False,False,False,False,False,master
jekyll,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,https://github.com/jekyll/jekyll,2008-10-20T06:29:03Z,2023-09-21T08:21:11Z,https://jekyllrb.com,58687,47261,10192,194,47261,Ruby,MIT,"['blog-engine', 'jekyll', 'liquid', 'markdown', 'ruby', 'static-site-generator']",True,True,True,True,True,True,False,False,False,master
RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,https://github.com/ReactiveX/RxJava,2013-01-08T20:11:48Z,2023-09-21T11:05:19Z,,140666,47233,7745,16,47233,Java,Apache-2.0,"['flow', 'java', 'reactive-streams', 'rxjava']",True,True,True,True,True,False,False,False,False,3.x
v2rayN,"A GUI client for Windows, support Xray core and v2fly core and others",https://github.com/2dust/v2rayN,2019-07-30T03:47:24Z,2023-09-21T11:22:42Z,https://1.2345345.xyz,30558,47222,8633,209,47222,C#,GPL-3.0,"['proxy', 'shadowsocks', 'socks5', 'trojan', 'v2fly', 'v2ray', 'vless', 'vmess', 'windows', 'xray', 'xtls']",True,False,True,True,False,True,False,False,False,master
rustdesk,"An open-source remote desktop, and alternative to TeamViewer.",https://github.com/rustdesk/rustdesk,2020-09-28T15:36:08Z,2023-09-21T10:42:38Z,https://rustdesk.com,36960,47199,5013,66,47199,Rust,AGPL-3.0,"['anydesk', 'dart', 'flutter', 'flutter-apps', 'flutter-desktop', 'flutter-examples', 'flutter-mobile', 'flutter-ui', 'flutter-web', 'linux', 'p2p', 'rdp', 'remote-control', 'remote-desktop', 'rust', 'rust-lang', 'teamviewer', 'vnc', 'wayland']",True,True,True,True,False,True,False,False,False,master
faceswap,Deepfakes Software For All,https://github.com/deepfakes/faceswap,2017-12-19T09:44:13Z,2023-09-21T11:08:06Z,https://www.faceswap.dev,201882,47086,12647,23,47086,Python,GPL-3.0,"['deep-face-swap', 'deep-learning', 'deep-neural-networks', 'deepface', 'deepfakes', 'deeplearning', 'face-swap', 'faceswap', 'fakeapp', 'machine-learning', 'myfakeapp', 'neural-nets', 'neural-networks', 'openfaceswap']",True,True,True,False,True,False,False,False,False,master
anime,JavaScript animation engine,https://github.com/juliangarnier/anime,2016-03-13T21:37:45Z,2023-09-21T10:28:41Z,https://animejs.com,49179,47065,3725,206,47065,JavaScript,MIT,"['animation', 'anime', 'canvas', 'css', 'javascript', 'javascript-library', 'svg']",True,True,True,True,True,False,False,False,False,master
clash,A rule-based tunnel in Go.,https://github.com/Dreamacro/clash,2018-06-10T14:28:14Z,2023-09-21T09:56:17Z,,2121,46866,6100,55,46866,Go,GPL-3.0,"['clash', 'golang', 'rule-based', 'tunnel']",True,True,True,True,True,False,False,False,False,master
hacker-scripts,Based on a true story,https://github.com/NARKOZ/hacker-scripts,2015-11-21T19:05:09Z,2023-09-21T10:54:57Z,,105,46786,6750,70,46786,JavaScript,,[],True,False,True,False,False,False,False,False,False,master
new-pac,翻墙-科学上网、免费科学上网、免费翻墙、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，免费自由上网、fanqiang、翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网,https://github.com/Alvin9999/new-pac,2016-03-23T08:43:36Z,2023-09-21T11:35:17Z,,1382,46641,8611,362,46641,,,"['brook', 'fanqiang', 'free-ss', 'free-ssr', 'freegate', 'gfw', 'goflyway', 'kcptun', 'lantern', 'naiveproxy', 'shadowsocks', 'shadowsocksr', 'ss', 'ssr', 'trojan', 'v2ray', 'vmess', 'vpn']",True,True,True,True,False,False,False,False,False,master
prettier,Prettier is an opinionated code formatter.,https://github.com/prettier/prettier,2016-11-29T17:13:37Z,2023-09-21T08:40:47Z,https://prettier.io,111447,46628,4030,1244,46628,JavaScript,MIT,"['angular', 'ast', 'css', 'flow', 'formatter', 'graphql', 'html', 'javascript', 'json', 'jsx', 'less', 'markdown', 'prettier', 'printer', 'scss', 'typescript', 'vue', 'yaml']",True,True,True,True,False,True,False,False,False,main
nerd-fonts,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",https://github.com/ryanoasis/nerd-fonts,2014-12-05T04:31:17Z,2023-09-21T08:58:45Z,https://NerdFonts.com,21750570,46459,3385,35,46459,CSS,NOASSERTION,"['font', 'font-awesome', 'fonts', 'hacktoberfest', 'icon-font', 'iconic-fonts', 'octicons', 'patched-fonts', 'patcher', 'powerline', 'python', 'shell', 'statusline']",True,True,True,True,True,True,False,False,False,master
kotlin,The Kotlin Programming Language. ,https://github.com/JetBrains/kotlin,2012-02-13T17:29:58Z,2023-09-21T10:30:14Z,https://kotlinlang.org,2210164,45808,5659,168,45808,Kotlin,,"['compiler', 'gradle-plugin', 'intellij-plugin', 'kotlin', 'kotlin-library', 'maven-plugin', 'programming-language']",False,False,True,False,False,False,False,False,False,master
Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time,https://github.com/CorentinJ/Real-Time-Voice-Cloning,2019-05-26T08:56:15Z,2023-09-21T11:44:23Z,,369676,45521,8055,162,45521,Python,NOASSERTION,"['deep-learning', 'python', 'pytorch', 'tensorflow', 'tts', 'voice-cloning']",True,False,True,True,False,False,False,False,False,master
tldr,📚 Collaborative cheatsheets for console commands,https://github.com/tldr-pages/tldr,2013-12-08T07:34:43Z,2023-09-21T11:41:40Z,https://tldr.sh,19863,45459,3746,173,45459,Markdown,NOASSERTION,"['command-line', 'console', 'documentation', 'examples', 'hacktoberfest', 'help', 'man-page', 'manpages', 'manual', 'shell', 'terminal', 'tldr']",True,True,True,True,False,True,False,False,False,main
DefinitelyTyped,The repository for high quality TypeScript type definitions.,https://github.com/DefinitelyTyped/DefinitelyTyped,2012-10-05T16:39:45Z,2023-09-21T10:13:06Z,,619185,45270,29487,901,45270,TypeScript,NOASSERTION,"['definition', 'dts', 'hacktoberfest', 'types', 'typescript', 'typescript-definitions', 'typings']",True,True,True,False,False,True,False,False,False,master
big-list-of-naughty-strings,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,https://github.com/minimaxir/big-list-of-naughty-strings,2015-08-08T20:57:20Z,2023-09-21T09:56:55Z,,330,45216,2160,99,45216,Python,MIT,[],True,True,True,True,False,False,False,False,False,master
serverless,"⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ",https://github.com/serverless/serverless,2015-04-21T03:48:40Z,2023-09-21T10:54:54Z,https://serverless.com,97981,45174,5698,1074,45174,JavaScript,MIT,"['aws', 'aws-dynamodb', 'aws-lambda', 'azure-functions', 'google-cloud-functions', 'microservice', 'serverless', 'serverless-architectures', 'serverless-framework']",True,False,True,False,False,True,False,False,False,main
gpt4free,The official gpt4free repository | various collection of powerful language models,https://github.com/xtekky/gpt4free,2023-03-29T17:00:43Z,2023-09-21T11:21:02Z,https://discord.gg/gpt4free,159332,45083,11532,53,45083,Python,GPL-3.0,"['chatbot', 'chatbots', 'chatgpt', 'chatgpt-4', 'chatgpt-api', 'chatgpt-free', 'chatgpt4', 'free-gpt', 'gpt', 'gpt-3', 'gpt-4', 'gpt3', 'gpt4', 'gpt4-api', 'language-model', 'openai', 'openai-api', 'openai-chatgpt', 'python', 'reverse-engineering']",True,True,True,True,False,True,False,False,False,main
whisper,Robust Speech Recognition via Large-Scale Weak Supervision,https://github.com/openai/whisper,2022-09-16T20:02:54Z,2023-09-21T11:40:00Z,,8401,44977,5147,29,44977,Python,MIT,[],False,False,True,False,False,True,False,False,False,main
cypress,"Fast, easy and reliable testing for anything that runs in a browser.",https://github.com/cypress-io/cypress,2015-03-04T00:46:28Z,2023-09-21T11:13:24Z,https://cypress.io,679953,44951,3027,1387,44951,JavaScript,MIT,"['cypress', 'e2e-testing', 'e2e-tests', 'end-to-end-testing', 'javascript-tests', 'test', 'test-automation', 'test-runner', 'test-suite', 'testing', 'testing-tools', 'tests']",True,False,True,False,True,True,False,False,False,develop
rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,https://github.com/Textualize/rich,2019-11-10T15:28:09Z,2023-09-21T10:34:28Z,https://rich.readthedocs.io/en/latest/,49308,44796,1636,185,44796,Python,MIT,"['ansi-colors', 'emoji', 'markdown', 'progress-bar', 'progress-bar-python', 'python', 'python-library', 'python3', 'rich', 'syntax-highlighting', 'tables', 'terminal', 'terminal-color', 'traceback', 'tracebacks-rich', 'tui']",True,True,True,True,False,True,False,False,False,master
chinese-poetry,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。",https://github.com/chinese-poetry/chinese-poetry,2016-09-02T03:32:25Z,2023-09-21T11:22:31Z,http://shici.store,202595,44791,9103,103,44791,JavaScript,MIT,"['chinese', 'chinese-poetry', 'ci', 'json', 'poetry', 'tangshi']",True,False,True,True,True,True,False,False,False,master
traefik,The Cloud Native Application Proxy,https://github.com/traefik/traefik,2015-09-13T19:04:02Z,2023-09-21T11:14:00Z,https://traefik.io,120528,44672,4715,643,44672,Go,MIT,"['consul', 'docker', 'etcd', 'go', 'golang', 'kubernetes', 'letsencrypt', 'load-balancer', 'marathon', 'mesos', 'microservice', 'reverse-proxy', 'zookeeper']",True,True,True,True,True,False,False,False,False,master
learn-regex,Learn regex the easy way,https://github.com/ziishaned/learn-regex,2017-07-22T12:21:03Z,2023-09-21T09:02:42Z,https://gum.co/learn-regex,991,44526,6264,69,44526,,MIT,"['learn-regex', 'regex', 'regular-expression']",True,True,True,True,False,False,False,False,False,master
etcd,Distributed reliable key-value store for the most critical data of a distributed system,https://github.com/etcd-io/etcd,2013-07-06T21:57:21Z,2023-09-21T07:42:55Z,https://etcd.io,71129,44520,9484,230,44520,Go,Apache-2.0,"['cncf', 'consensus', 'database', 'distributed-database', 'distributed-systems', 'etcd', 'go', 'key-value', 'kubernetes', 'raft']",True,True,True,False,False,True,False,False,False,main
okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",https://github.com/square/okhttp,2012-07-23T13:42:55Z,2023-09-21T11:28:42Z,https://square.github.io/okhttp/,48758,44503,9209,107,44503,Kotlin,Apache-2.0,"['android', 'graalvm', 'java', 'kotlin']",True,False,True,False,True,False,False,False,False,master
algorithm-visualizer,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15T00:27:45Z,2023-09-21T08:23:37Z,https://algorithm-visualizer.org/,21541,44307,7097,60,44307,JavaScript,MIT,"['algorithm', 'animation', 'data-structure', 'visualization']",True,True,True,True,False,False,False,False,False,master
dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,https://github.com/iamkun/dayjs,2018-04-10T09:26:44Z,2023-09-21T06:18:52Z,https://day.js.org,5489,44118,2235,803,44118,JavaScript,MIT,"['date', 'date-formatting', 'datetime', 'dayjs', 'moment', 'time']",True,True,True,True,True,False,False,False,False,dev
Ghost,"Turn your audience into a business. Publishing, memberships, subscriptions and newsletters.",https://github.com/TryGhost/Ghost,2013-05-04T11:09:13Z,2023-09-21T10:54:49Z,https://ghost.org,261211,44005,9714,129,44005,JavaScript,MIT,"['blogging', 'cms', 'creator-economy', 'ember', 'ghost', 'hacktoberfest', 'headless-cms', 'jamstack', 'javascript', 'journalism', 'nodejs', 'publishing', 'web-application']",True,False,True,False,False,False,False,False,False,main
mastodon,"Your self-hosted, globally interconnected microblogging community",https://github.com/mastodon/mastodon,2016-02-22T15:01:25Z,2023-09-21T11:44:49Z,https://joinmastodon.org,221812,43993,6567,4142,43993,Ruby,AGPL-3.0,"['activity-stream', 'activitypub', 'docker', 'mastodon', 'microblog', 'social-network', 'webfinger']",True,True,True,False,False,True,False,False,False,main
awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",https://github.com/vsouza/awesome-ios,2014-07-10T16:03:45Z,2023-09-21T09:41:07Z,http://awesomeios.com,13711,43974,6879,1,43974,Swift,MIT,"['apple-swift', 'arkit', 'awesome', 'ios', 'ios-animation', 'ios-libraries', 'objective-c', 'objective-c-library', 'swift-extensions', 'swift-framework', 'swift-language', 'swift-library', 'swift-programming']",True,False,True,False,False,False,False,False,False,master
ChatGPT-Next-Web,A well-designed cross-platform ChatGPT UI (Web / PWA / Linux / Win / MacOS). 一键拥有你自己的跨平台 ChatGPT 应用。,https://github.com/Yidadaa/ChatGPT-Next-Web,2023-03-10T18:27:54Z,2023-09-21T11:04:56Z,https://nb.nextweb.fun,7497,43919,40808,33,43919,TypeScript,MIT,"['chatgpt', 'cross-platform', 'nextjs', 'react', 'tauri', 'tauri-app', 'vercel', 'webui']",True,False,True,False,False,True,False,False,False,main
pdf.js,PDF Reader in JavaScript,https://github.com/mozilla/pdf.js,2011-04-26T06:32:03Z,2023-09-21T10:03:31Z,https://mozilla.github.io/pdf.js/,133444,43876,9572,360,43876,JavaScript,Apache-2.0,[],True,True,True,True,True,False,False,False,False,master
awesome-chatgpt-prompts-zh,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2023-09-21T11:19:51Z,https://chat.aimakex.com/,39405,43854,13119,35,43854,,MIT,"['chat-gpt', 'chatgpt', 'chatgpt3', 'chatgpt4', 'gpt']",True,True,True,True,False,True,False,False,False,main
meteor,"Meteor, the JavaScript App Platform",https://github.com/meteor/meteor,2012-01-19T01:58:17Z,2023-09-21T11:19:01Z,https://meteor.com,121318,43748,5311,272,43748,JavaScript,NOASSERTION,"['build-system', 'framework', 'javascript', 'meteor', 'mongodb', 'nodejs', 'npm', 'react', 'reactive-programming', 'realtime', 'rpc', 'zero-configuration']",True,True,True,True,False,True,False,False,False,devel
go-ethereum,Official Go implementation of the Ethereum protocol,https://github.com/ethereum/go-ethereum,2013-12-26T13:05:46Z,2023-09-21T08:06:04Z,https://geth.ethereum.org,207509,43666,18501,338,43666,Go,LGPL-3.0,"['blockchain', 'ethereum', 'geth', 'go', 'p2p']",True,False,True,True,True,False,False,False,False,master
pi-hole,A black hole for Internet advertisements,https://github.com/pi-hole/pi-hole,2014-06-08T15:02:55Z,2023-09-21T10:37:05Z,https://pi-hole.net,7548,43413,2528,42,43413,Shell,NOASSERTION,"['ad-blocker', 'blocker', 'cloud', 'dashboard', 'dhcp', 'dhcp-server', 'dns-server', 'dnsmasq', 'hacktoberfest', 'pi-hole', 'raspberry-pi', 'shell']",True,True,True,False,False,True,False,False,False,master
act,Run your GitHub Actions locally 🚀,https://github.com/nektos/act,2019-01-02T19:53:43Z,2023-09-21T11:38:35Z,https://nektosact.com,9221,43375,1079,176,43375,Go,MIT,"['ci', 'devops', 'github-actions', 'golang']",True,True,True,True,False,True,False,False,False,master
gpt-engineer,"Specify what you want it to build, the AI asks for clarification, and then builds it.",https://github.com/AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2023-09-21T10:53:18Z,https://gpt-engineer.readthedocs.io,590,43327,7159,21,43327,Python,MIT,"['ai', 'autonomous-agent', 'codebase-generation', 'coding-assistant', 'gpt-4', 'openai', 'python']",True,True,True,False,False,True,False,False,False,main
sherlock,🔎 Hunt down social media accounts by username across social networks,https://github.com/sherlock-project/sherlock,2018-12-24T14:30:48Z,2023-09-21T08:44:03Z,http://sherlock-project.github.io,16650,43317,5310,155,43317,Python,MIT,"['cli', 'hacktoberfest', 'hacktoberfest2022', 'information-gathering', 'linux', 'macos', 'osint', 'python', 'python3', 'reconnaissance', 'redteam', 'sherlock', 'tools', 'windows']",True,True,True,True,False,True,False,False,False,master
julia,The Julia Programming Language,https://github.com/JuliaLang/julia,2011-04-21T07:01:50Z,2023-09-21T11:23:55Z,https://julialang.org/,274276,43174,5282,4792,43174,Julia,MIT,"['hacktoberfest', 'hpc', 'julia', 'julia-language', 'julialang', 'machine-learning', 'numerical', 'programming-language', 'science', 'scientific']",True,False,True,False,False,True,False,False,False,master
architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,https://github.com/android/architecture-samples,2016-02-05T13:42:07Z,2023-09-21T10:47:27Z,,13313,43146,11580,203,43146,Kotlin,Apache-2.0,"['android', 'android-architecture', 'samples']",True,True,True,True,False,False,False,False,False,main
v2ray-core,A platform for building proxies to bypass network restrictions.,https://github.com/v2ray/v2ray-core,2015-09-04T11:42:53Z,2023-09-21T10:54:56Z,https://www.v2ray.com/,55212,43114,8764,26,43114,Go,MIT,"['golang', 'http-proxy', 'proxy', 'shadowsocks', 'socks', 'socks5', 'v2ray', 'vmess']",True,False,True,False,False,False,False,False,False,master
bat,A cat(1) clone with wings.,https://github.com/sharkdp/bat,2018-04-21T10:52:23Z,2023-09-21T11:33:06Z,,30760,43007,1137,214,43007,Rust,Apache-2.0,"['cli', 'command-line', 'git', 'hacktoberfest', 'rust', 'syntax-highlighting', 'terminal', 'tool']",True,False,True,False,False,True,False,False,False,master
TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,2023-09-21T10:34:50Z,,10242,42962,15127,217,42962,Jupyter Notebook,NOASSERTION,"['deep-learning', 'examples', 'machine-learning', 'python', 'tensorflow', 'tutorial']",True,True,True,True,False,False,False,False,False,master
ghidra,Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,2023-09-21T11:37:35Z,https://www.nsa.gov/ghidra,315973,42944,5233,1438,42944,Java,Apache-2.0,"['disassembler', 'reverse-engineering', 'software-analysis']",True,True,True,True,False,True,False,False,False,master
AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,https://github.com/ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,2023-09-21T09:57:28Z,https://adminlte.io,131504,42942,18192,94,42942,Astro,MIT,"['admin', 'admin-dashboard', 'admin-panel', 'admin-template', 'bootstrap']",True,True,True,False,True,True,False,False,False,master
gogs,Gogs is a painless self-hosted Git service,https://github.com/gogs/gogs,2014-02-12T01:57:08Z,2023-09-21T11:37:51Z,https://gogs.io,206015,42932,4831,873,42932,Go,MIT,"['docker', 'git', 'go', 'gogs', 'lsif-enabled', 'mysql', 'postgresql', 'raspberry-pi', 'scip-enabled', 'self-hosted', 'sqlite3']",True,False,True,False,False,True,False,False,False,main
Projects,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,https://github.com/karan/Projects,2013-07-04T13:37:27Z,2023-09-21T02:03:48Z,https://twitter.com/karangoel,1790,42913,10475,84,42913,,MIT,[],True,True,True,False,False,False,False,False,False,master
drawio-desktop,Official electron build of draw.io,https://github.com/jgraph/drawio-desktop,2017-05-25T20:58:42Z,2023-09-21T11:42:55Z,https://www.diagrams.net,2500,42808,4515,161,42808,JavaScript,Apache-2.0,"['diagram-editor', 'electron-app', 'graphics', 'javascript-applications']",True,True,True,True,False,True,False,False,False,dev
jest,Delightful JavaScript Testing.,https://github.com/jestjs/jest,2013-12-10T00:18:04Z,2023-09-21T11:01:34Z,https://jestjs.io,296272,42740,6480,450,42740,TypeScript,MIT,"['easy', 'expectation', 'facebook', 'immersive', 'javascript', 'painless', 'painless-javascript-testing', 'snapshot', 'testing']",True,True,True,True,True,False,False,False,False,main
parcel,The zero configuration build tool for the web. 📦🚀,https://github.com/parcel-bundler/parcel,2017-08-07T16:36:47Z,2023-09-21T09:22:08Z,https://parceljs.org,40462,42700,2301,761,42700,JavaScript,MIT,"['assets', 'build-tool', 'commonjs', 'compiler', 'css', 'es6', 'html', 'javascript', 'module-bundler', 'modules', 'web']",True,True,True,False,False,True,False,False,False,v2
mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,https://github.com/FiloSottile/mkcert,2018-06-25T05:33:03Z,2023-09-21T10:38:44Z,https://mkcert.dev,1844,42686,2257,129,42686,Go,BSD-3-Clause,"['certificates', 'chrome', 'firefox', 'https', 'ios', 'linux', 'local-development', 'localhost', 'macos', 'root-ca', 'tls', 'windows']",True,False,True,False,False,True,False,False,False,master
Microsoft-Activation-Scripts,"A Windows and Office activator using HWID / KMS38 / Online KMS activation methods, with a focus on open-source code and fewer antivirus detections.",https://github.com/massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2023-09-21T11:38:56Z,https://massgrave.dev,7061,42632,4503,1,42632,Batchfile,GPL-3.0,"['activator', 'hwid', 'kms', 'kms38', 'massgrave', 'massgravel', 'office', 'windows', 'windows-10', 'windows-11']",True,True,True,True,False,True,False,False,False,master
DeepFaceLab,DeepFaceLab is the leading software for creating deepfakes.,https://github.com/iperov/DeepFaceLab,2018-06-04T13:10:00Z,2023-09-21T10:46:00Z,,848593,42582,9535,539,42582,Python,GPL-3.0,"['arxiv', 'creating-deepfakes', 'deep-face-swap', 'deep-learning', 'deep-neural-networks', 'deepface', 'deepfacelab', 'deepfakes', 'deeplearning', 'face-swap', 'faceswap', 'fakeapp', 'machine-learning', 'neural-nets', 'neural-networks']",True,True,True,True,True,False,False,False,False,master
babel,🐠 Babel is a compiler for writing next generation JavaScript.,https://github.com/babel/babel,2014-09-28T13:38:23Z,2023-09-21T10:52:54Z,https://babel.dev,99642,42533,5756,819,42533,TypeScript,MIT,"['ast', 'babel', 'compiler', 'es2015', 'es6', 'flavortown', 'javascript']",True,True,True,False,False,True,False,False,False,main
github-cheat-sheet,A list of cool features of Git and GitHub.,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2023-09-21T11:21:28Z,http://git.io/sheet,764,42480,5305,31,42480,,MIT,"['awesome', 'awesome-list', 'git', 'github', 'list']",True,True,True,False,False,False,False,False,False,master
build-web-application-with-golang,A golang ebook intro how to build a web with golang,https://github.com/astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,2023-09-21T01:33:35Z,,38293,42322,10803,126,42322,Go,BSD-3-Clause,[],True,True,True,True,False,False,False,False,False,master
react,Cheatsheets for experienced React developers getting started with TypeScript,https://github.com/typescript-cheatsheets/react,2018-06-02T04:08:16Z,2023-09-21T07:47:04Z,https://react-typescript-cheatsheet.netlify.app,3037,42201,3880,1,42201,JavaScript,MIT,"['cheatsheet', 'guide', 'hacktoberfest', 'hacktoberfest2022', 'react', 'typescript']",True,False,True,False,False,True,False,False,False,main
llama,Inference code for LLaMA models,https://github.com/facebookresearch/llama,2023-02-14T09:29:12Z,2023-09-21T10:42:45Z,,1063,42169,7056,289,42169,Python,NOASSERTION,[],True,True,True,False,False,False,False,False,False,main
leetcode-master,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀 ,https://github.com/youngyangyang04/leetcode-master,2019-12-14T12:05:42Z,2023-09-21T11:14:42Z,,95860,42136,10066,137,42136,Shell,,"['algorithm', 'cpp', 'go', 'interview', 'java', 'javascript', 'leetcode', 'offer', 'programmer', 'python']",True,True,True,True,False,False,False,False,False,master
rustlings,:crab: Small exercises to get you used to reading and writing Rust code!,https://github.com/rust-lang/rustlings,2015-09-15T02:25:18Z,2023-09-21T11:43:36Z,https://rustlings.cool,2687,42107,7659,119,42107,Rust,MIT,"['beginner-friendly', 'rust', 'rustlings']",True,False,True,False,True,False,False,False,False,main
awesome-wechat-weapp,微信小程序开发资源汇总 :100:,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,2023-09-21T11:29:06Z,,844,42072,8519,2,42072,,GPL-3.0,"['demo', 'minapp', 'miniprogram', 'weapp-demo', 'wechat', 'wechat-weapp', 'wepy', 'wxapp', 'wxml']",False,False,True,False,False,False,False,False,False,main
retrofit,A type-safe HTTP client for Android and the JVM,https://github.com/square/retrofit,2010-09-06T21:39:43Z,2023-09-21T09:03:04Z,https://square.github.io/retrofit/,5882,41993,7339,189,41993,Java,Apache-2.0,"['android', 'java']",True,False,True,True,True,True,False,False,False,master
project-layout,Standard Go Project Layout,https://github.com/golang-standards/project-layout,2017-09-09T16:33:26Z,2023-09-21T10:37:43Z,,533,41943,4647,93,41943,Makefile,NOASSERTION,"['go', 'golang', 'project-structure', 'project-template', 'standards']",True,True,True,True,False,False,False,False,False,master
design-patterns-for-humans,An ultra-simplified explanation to design patterns,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16T21:24:39Z,2023-09-21T11:04:08Z,,159,41879,4956,10,41879,,,"['architecture', 'computer-science', 'design-patterns', 'engineering', 'principles', 'software-engineering']",True,True,True,True,False,False,False,False,False,master
100-Days-Of-ML-Code,100 Days of ML Coding,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2023-09-21T06:15:50Z,,10955,41836,10184,60,41836,,MIT,"['100-days-of-code-log', '100daysofcode', 'deep-learning', 'implementation', 'infographics', 'linear-algebra', 'linear-regression', 'logistic-regression', 'machine-learning', 'machine-learning-algorithms', 'naive-bayes-classifier', 'python', 'scikit-learn', 'siraj-raval', 'siraj-raval-challenge', 'support-vector-machines', 'svm', 'tutorial']",False,True,True,True,True,False,False,False,False,master
openpilot,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for 250+ supported car makes and models.,https://github.com/commaai/openpilot,2016-11-24T01:33:30Z,2023-09-21T10:32:36Z,https://comma.ai/,2530311,41836,7663,304,41836,Python,MIT,[],True,True,True,True,False,True,False,False,False,master
yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,https://github.com/ultralytics/yolov5,2020-05-18T03:45:11Z,2023-09-21T11:38:18Z,https://docs.ultralytics.com,15017,41715,14627,237,41715,Python,AGPL-3.0,"['coreml', 'deep-learning', 'ios', 'machine-learning', 'ml', 'object-detection', 'onnx', 'pytorch', 'tflite', 'ultralytics', 'yolo', 'yolov3', 'yolov5']",True,True,True,True,False,True,False,False,False,master
gpt_academic,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。",https://github.com/binary-husky/gpt_academic,2023-03-20T09:05:13Z,2023-09-21T11:41:14Z,https://huggingface.co/spaces/qingxu98/gpt-academic,61238,41694,5494,276,41694,Python,GPL-3.0,"['academic', 'chatglm-6b', 'chatgpt', 'gpt-4', 'large-language-models']",True,True,True,True,False,True,False,False,False,master
